source_file,account_path,name,enabled,type,action,target_folder,condition,conditions_count,fields,operators
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: tallerbayra@gmail.com,yes,337,Move to folder,TALLERES BAYRA,"AND (from,is,tallerbayra@gmail.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@recambiosjesus.com,yes,337,Move to folder,RECAMBIOS JESUS,"OR (from,is,administracion@recambiosjesus.com) OR (from,ends with,@recambiosjesus.com) OR (from,is,facturacion@recambiosjesus.com)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: albox@chemaneumaticos.es,yes,337,Move to folder,CHEMA NEUMATICOS,"AND (from,is,albox@chemaneumaticos.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: ita-rotomatic@cecot.es,yes,273,Move to folder,ITA-ROTOMATIC,"AND (from,is,ita-rotomatic@cecot.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @mahle.com,yes,337,Move to folder,MAHLE,"OR (from,ends with,@mahle.com) OR (subject,contains,MAHLE Aftermarket S.L.U)",2,from;subject,contains;ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente contiene: ICR-reporting@ppg.com,yes,273,Move to folder,ICR IBERICA,"OR (from,contains,ICR-reporting@ppg.com) OR (subject,contains,ICR IBERICA)",2,from;subject,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Asunto contiene: anydesk,yes,273,Move to folder,ANYDESK,"OR (subject,contains,anydesk) OR (from,contains,support@anydesk.com)",2,from;subject,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: factura@cevamiberica.com,yes,273,Move to folder,CEVAM,"OR (from,is,factura@cevamiberica.com) OR (all addresses,contains,ramon.hernandez.cevamiberica.com) OR (from,is,almacen@cevamiberica.com) OR (from,contains,@cevamiberica.com) OR (from,ends with,@cevam.com)",5,all addresses;from,contains;ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @solaufil.com,yes,17,Move to folder,MECAFILTER,"AND (from,ends with,@solaufil.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: pmancebo@gira.net,yes,17,Move to folder,GIRA,"AND (from,is,pmancebo@gira.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: vs-madrid-pedidos@valeo.com,yes,17,Move to folder,VALEO,"AND (from,is,vs-madrid-pedidos@valeo.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,borg & beck,yes,337,Move to folder,BB - BORG & BECK(2),"AND (from,ends with,@borgandbeck.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,estanfi,yes,337,Move to folder,ESTANFI,"AND (from,is,admin02@estanfi.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @filtroscartes.net,yes,337,Move to folder,FILTROS CARTES,"AND (from,ends with,@filtroscartes.net)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @esneagri.com,yes,337,Move to folder,ESNEAGRI,"AND (from,ends with,@esneagri.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,nertor,yes,337,Move to folder,NER-TOR,"AND (from,ends with,@nertor.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: pedidos@fmg-eu.com,yes,337,Move to folder,RH,"AND (from,is,pedidos@fmg-eu.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: mbernal@azurglobal.es,yes,337,Move to folder,AZUR GLOBAL,"AND (from,is,mbernal@azurglobal.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: spain@nrf.eu,yes,337,Move to folder,NRF,"AND (from,is,spain@nrf.eu)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,DAISA,yes,337,Move to folder,DAISA - VARTA,"AND (from,ends with,@daisa.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,FEBEST,yes,337,Move to folder,FEBEST - RUMBO NORTE,"AND (from,ends with,@rumbonorterecambios.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,CHEMA,yes,321,Move to folder,CHEMA NEUMATICOS,"AND (from,contains,@gruposalasaguila.es)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,ARVERA,yes,337,Move to folder,ARVERA12ef9588,"OR (from,is,antonioarvera@serca.es) OR (from,is,joseagr80@gmail.com) OR (from,is,castellano@serca.es) OR (from,is,jantonioarvera@serca.es) OR (from,is,cayuela@serca.es)",5,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,EXIDE,yes,321,Move to folder,EXIDE,"AND (from,contains,@exidegroup.com)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: @dapeugeot.net,yes,273,Move to folder,DAMIAN GOMEZ,"OR (from,is,@dapeugeot.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @dontyre.com,yes,273,Move to folder,DONTYRE,"AND (from,ends with,@dontyre.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @tecnotyres.com,yes,273,Move to folder,TECNOTYRES,"AND (from,ends with,@tecnotyres.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: efactura@aftgrupo.com,yes,17,Move to folder,AFT FERRETERIA,"OR (from,is,efactura@aftgrupo.com) OR (from,ends with,@aftgrupo.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: avisos@jbmcamp.com,yes,17,Move to folder,JBM,"AND (from,is,avisos@jbmcamp.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Asunto es: noreply@facebookmail.com,yes,273,Delete,,"AND (subject,is,noreply@facebookmail.com)",1,subject,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @equipataller.com,yes,273,Move to folder,EQUIPATALLER,"OR (from,ends with,@equipataller.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacion@sesise.com,yes,17,Move to folder,SESISE,"AND (from,is,facturacion@sesise.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: info@gettygo.es,yes,273,Move to folder,GETTYGO,"AND (from,is,info@gettygo.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @recambiofacil.com,yes,273,Move to folder,RECAMBIO FACIL,"AND (from,ends with,@recambiofacil.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @NGKNTK.DE,yes,273,Move to folder,NGK,"AND (from,ends with,@NGKNTK.DE)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: 0@conti.de,yes,273,Move to folder,CONTINENTAL TYRES,"AND (from,ends with,0@conti.de)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @ddol.eu,yes,273,Move to folder,DELDO,"OR (from,ends with,@ddol.eu)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @fenieenergia.es,yes,17,Move to folder,FENIE ENERGIA,"OR (from,ends with,@fenieenergia.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Asunto contiene: Confirmacion del pedido,yes,17,Mark read,,"OR (subject,contains,Confirmacion del pedido)",1,subject,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @phira.es,yes,273,Move to folder,PHIRA,"AND (from,ends with,@phira.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@amadini.net,yes,273,Move to folder,AMADINI,"OR (from,is,administracion@amadini.net) OR (from,ends with,@amadini.net)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: factura@logistica.com,yes,273,Move to folder,LOGISTICA,"OR (from,is,factura@logistica.com) OR (from,ends with,@logistica.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: noresponder@inter-matic.com,yes,273,Move to folder,ASYSUM,"OR (from,is,noresponder@inter-matic.com) OR (from,ends with,@inter-matic.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: nex.com,yes,273,Move to folder,NEX TYRES,"OR (from,ends with,nex.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: noreply@turbosbcn.es,yes,273,Move to folder,TURBOS BCN,"OR (from,is,noreply@turbosbcn.es) OR (from,ends with,@turbosbcn.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: noreply@gruposyrsa.com,yes,273,Move to folder,SYRSA,"OR (from,is,noreply@gruposyrsa.com) OR (from,ends with,@gruposyrsa.com) OR (from,contains,syrsa)",3,from,contains;ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: aplicacion@cooper2010.es,yes,273,Move to folder,REPUESTOS COOPER,"OR (from,is,aplicacion@cooper2010.es) OR (from,ends with,@cooper2010.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: postmaster@imasaf.eu,yes,17,Move to folder,IMASAF PRO,"OR (from,is,postmaster@imasaf.eu) OR (from,ends with,@imasaf.eu)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: ewaldner@airtopitalia.eu,yes,273,Move to folder,AIRTOP ITALIA,"OR (from,is,ewaldner@airtopitalia.eu) OR (from,ends with,@airtopitalia.eu)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: clientes@reynasa.com,yes,273,Move to folder,REYNASA,"OR (from,is,clientes@reynasa.com) OR (from,ends with,@reynasa.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,admin@arvera.es Â» Bandeja de entrada,yes,273,Move to folder,FILTROS CARTES,"OR (from,contains,facturacion@grupocartes.es) OR (to,contains,facturacion@grupocartes.es)",2,from;to,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Asunto contiene: noreply@Invoice.tecalliance.net,yes,17,Move to folder,LUK,"AND (subject,contains,\"" Schaeffler Automotive Aftermarket\"")",1,subject,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @skrit.es,yes,273,Move to folder,SKRIT INFORMATICA,"OR (from,ends with,@skrit.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente contiene: joaquin.carretero@rema-tiptop.es,yes,273,Move to folder,TIP-TOP,"OR (from,contains,joaquin.carretero@rema-tiptop.es) OR (from,ends with,@rema-tiptop.es)",2,from,contains;ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacion@ascauto.com,yes,273,Move to folder,ASCAUTO,"AND (from,is,facturacion@ascauto.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: docs-faib@frigair.com,yes,273,Move to folder,FRIG AIR,"AND (from,is,docs-faib@frigair.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@automecanicaalmanzora.com,yes,273,Move to folder,AUTOMECANICA ALMANZORA,"AND (from,is,administracion@automecanicaalmanzora.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: postventa01@estanfi.com,yes,273,Move to folder,ESTANFI,"AND (from,ends with,@estanfi.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,BUZON DE ENTRADA Â» EUROMAQUINARIAS HISPANIDAD,yes,273,Move to folder,EUROMAQUINARIAS HISPANIDAD,"OR (from,contains,jm01@euromaquinas.com) OR (to,contains,jm01@euromaquinas.com)",2,from;to,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente contiene: @tecnodieselmurcia.com,yes,273,Move to folder,TECNODIESEL,"AND (from,contains,@tecnodieselmurcia.com)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente contiene: rsenosiain@lizarte.com,yes,17,Move to folder,LIZARTE,"AND (from,contains,@lizarte.com)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @rodamientos.net,yes,273,Move to folder,ROYSE,"AND (from,ends with,@rodamientos.net)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Asunto contiene: Logiscenter,yes,273,Move to folder,LOGISCENTER,"AND (subject,contains,Logiscenter)",1,subject,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: plataformadanielvicente@gmail.com,yes,17,Move to folder,DANIEL VICENTE,"AND (from,is,plataformadanielvicente@gmail.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente contiene: @es.rheinmetall.com,yes,273,Move to folder,MS MOTORSERVICE,"AND (from,contains,@es.rheinmetall.com)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @rhernandez.com,yes,17,Move to folder,REPRESENTACIONES HERNANDEZ,"AND (from,ends with,@rhernandez.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente contiene: COFAN,yes,17,Move to folder,COFAN,"AND (from,contains,COFAN)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @victyres.es,yes,273,Move to folder,VICTYRES,"AND (from,ends with,@victyres.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @metalcaucho.com,yes,273,Move to folder,METALCAUCHO,"AND (from,ends with,@metalcaucho.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente contiene: info@grupoveraimport.es,yes,273,Move to folder,VERA IMPORT,"OR (from,contains,info@grupoveraimport.es)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: comercial@snaeurope.com,yes,17,Move to folder,SNA EUROPE,"OR (from,is,comercial@snaeurope.com)",1,from,is
